Iteration 1: Best shielding time = 0.539 s, par_id = 1, theta = 356.019°, v = 126.826 m/s, t_deploy = 0.081 s, delay = 0.539 s
迭代 131: 最佳屏蔽时间 = 1.174 秒, par_id = 1, theta = 0.166°, v = 97.748 m/s, t_deploy = 4.597 s, delay = 4.662 s
迭代 132: 最佳屏蔽时间 = 1.174 秒, par_id = 1, theta = 0.166°, v = 97.748 m/s, t_deploy = 4.597 s, delay = 4.662 s
迭代 133: 最佳屏蔽时间 = 1.174 秒, par_id = 1, theta = 0.166°, v = 97.748 m/s, t_deploy = 4.597 s, delay = 4.662 s
迭代 134: 最佳屏蔽时间 = 1.174 秒, par_id = 1, theta = 0.166°, v = 97.748 m/s, t_deploy = 4.597 s, delay = 4.662 s
迭代 135: 最佳屏蔽时间 = 1.174 秒, par_id = 1, theta = 0.166°, v = 97.748 m/s, t_deploy = 4.597 s, delay = 4.662 s
迭代 136: 最佳屏蔽时间 = 1.174 秒, par_id = 1, theta = 0.166°, v = 97.748 m/s, t_deploy = 4.597 s, delay = 4.662 s
迭代 137: 最佳屏蔽时间 = 4.507 秒, par_id = 1, theta = 1.316°, v = 111.301 m/s, t_deploy = 0.124 s, delay = 3.056 s
迭代 138: 最佳屏蔽时间 = 4.507 秒, par_id = 1, theta = 1.316°, v = 111.301 m/s, t_deploy = 0.124 s, delay = 3.056 s
迭代 139: 最佳屏蔽时间 = 4.507 秒, par_id = 1, theta = 1.316°, v = 111.301 m/s, t_deploy = 0.124 s, delay = 3.056 s
迭代 140: 最佳屏蔽时间 = 4.507 秒, par_id = 1, theta = 1.316°, v = 111.301 m/s, t_deploy = 0.124 s, delay = 3.056 s
迭代 141: 最佳屏蔽时间 = 1.531 秒, par_id = 1, theta = 358.984°, v = 74.190 m/s, t_deploy = 0.052 s, delay = 1.200 s
迭代 142: 最佳屏蔽时间 = 1.531 秒, par_id = 1, theta = 358.984°, v = 74.190 m/s, t_deploy = 0.052 s, delay = 1.200 s
迭代 143: 最佳屏蔽时间 = 1.531 秒, par_id = 1, theta = 358.984°, v = 74.190 m/s, t_deploy = 0.052 s, delay = 1.200 s
迭代 144: 最佳屏蔽时间 = 1.531 秒, par_id = 1, theta = 358.984°, v = 74.190 m/s, t_deploy = 0.052 s, delay = 1.200 s
迭代 145: 最佳屏蔽时间 = 3.080 秒, par_id = 1, theta = 0.541°, v = 92.280 m/s, t_deploy = 0.529 s, delay = 2.761 s
迭代 146: 最佳屏蔽时间 = 3.080 秒, par_id = 1, theta = 0.541°, v = 92.280 m/s, t_deploy = 0.529 s, delay = 2.761 s
迭代 147: 最佳屏蔽时间 = 3.080 秒, par_id = 1, theta = 0.541°, v = 92.280 m/s, t_deploy = 0.529 s, delay = 2.761 s
迭代 148: 最佳屏蔽时间 = 3.080 秒, par_id = 1, theta = 0.541°, v = 92.280 m/s, t_deploy = 0.529 s, delay = 2.761 s
迭代 149: 最佳屏蔽时间 = 3.080 秒, par_id = 1, theta = 0.541°, v = 92.280 m/s, t_deploy = 0.529 s, delay = 2.761 s
迭代 150: 最佳屏蔽时间 = 3.080 秒, par_id = 1, theta = 0.541°, v = 92.280 m/s, t_deploy = 0.529 s, delay = 2.761 s
迭代 151: 最佳屏蔽时间 = 0.295 秒, par_id = 1, theta = 0.872°, v = 103.585 m/s, t_deploy = 2.044 s, delay = 4.413 s
迭代 152: 最佳屏蔽时间 = 0.295 秒, par_id = 1, theta = 0.872°, v = 103.585 m/s, t_deploy = 2.044 s, delay = 4.413 s
迭代 153: 最佳屏蔽时间 = 1.718 秒, par_id = 1, theta = 1.376°, v = 91.329 m/s, t_deploy = 0.582 s, delay = 3.561 s
迭代 154: 最佳屏蔽时间 = 1.718 秒, par_id = 1, theta = 1.376°, v = 91.329 m/s, t_deploy = 0.582 s, delay = 3.561 s
迭代 155: 最佳屏蔽时间 = 1.957 秒, par_id = 1, theta = 359.859°, v = 101.466 m/s, t_deploy = 2.859 s, delay = 4.110 s
迭代 156: 最佳屏蔽时间 = 4.517 秒, par_id = 1, theta = 1.266°, v = 116.005 m/s, t_deploy = 0.043 s, delay = 3.099 s
迭代 157: 最佳屏蔽时间 = 4.517 秒, par_id = 1, theta = 1.266°, v = 116.005 m/s, t_deploy = 0.043 s, delay = 3.099 s
迭代 158: 最佳屏蔽时间 = 4.517 秒, par_id = 1, theta = 1.266°, v = 116.005 m/s, t_deploy = 0.043 s, delay = 3.099 s
迭代 159: 最佳屏蔽时间 = 4.517 秒, par_id = 1, theta = 1.266°, v = 116.005 m/s, t_deploy = 0.043 s, delay = 3.099 s
迭代 160: 最佳屏蔽时间 = 4.517 秒, par_id = 1, theta = 1.266°, v = 116.005 m/s, t_deploy = 0.043 s, delay = 3.099 s
迭代 161: 最佳屏蔽时间 = 0.378 秒, par_id = 1, theta = 357.266°, v = 92.697 m/s, t_deploy = 0.012 s, delay = 1.831 s
迭代 162: 最佳屏蔽时间 = 2.252 秒, par_id = 1, theta = 358.562°, v = 74.456 m/s, t_deploy = 0.041 s, delay = 0.157 s
迭代 163: 最佳屏蔽时间 = 2.411 秒, par_id = 1, theta = 2.428°, v = 77.128 m/s, t_deploy = 0.012 s, delay = 0.208 s
迭代 164: 最佳屏蔽时间 = 2.411 秒, par_id = 1, theta = 2.428°, v = 77.128 m/s, t_deploy = 0.012 s, delay = 0.208 s
迭代 165: 最佳屏蔽时间 = 2.411 秒, par_id = 1, theta = 2.428°, v = 77.128 m/s, t_deploy = 0.012 s, delay = 0.208 s
迭代 166: 最佳屏蔽时间 = 2.439 秒, par_id = 1, theta = 2.095°, v = 76.780 m/s, t_deploy = 0.014 s, delay = 0.150 s
迭代 167: 最佳屏蔽时间 = 2.439 秒, par_id = 1, theta = 2.095°, v = 76.780 m/s, t_deploy = 0.014 s, delay = 0.150 s
迭代 168: 最佳屏蔽时间 = 2.439 秒, par_id = 1, theta = 2.095°, v = 76.780 m/s, t_deploy = 0.014 s, delay = 0.150 s
迭代 169: 最佳屏蔽时间 = 2.454 秒, par_id = 1, theta = 2.663°, v = 90.026 m/s, t_deploy = 0.016 s, delay = 0.138 s
迭代 170: 最佳屏蔽时间 = 2.454 秒, par_id = 1, theta = 2.663°, v = 90.026 m/s, t_deploy = 0.016 s, delay = 0.138 s
迭代 171: 最佳屏蔽时间 = 3.067 秒, par_id = 1, theta = 20.251°, v = 82.942 m/s, t_deploy = 0.230 s, delay = 0.036 s
迭代 172: 最佳屏蔽时间 = 3.067 秒, par_id = 1, theta = 20.251°, v = 82.942 m/s, t_deploy = 0.230 s, delay = 0.036 s
迭代 173: 最佳屏蔽时间 = 3.067 秒, par_id = 1, theta = 20.251°, v = 82.942 m/s, t_deploy = 0.230 s, delay = 0.036 s
迭代 174: 最佳屏蔽时间 = 2.199 秒, par_id = 1, theta = 5.297°, v = 78.136 m/s, t_deploy = 0.145 s, delay = 0.506 s
迭代 175: 最佳屏蔽时间 = 1.866 秒, par_id = 1, theta = 1.261°, v = 72.555 m/s, t_deploy = 0.096 s, delay = 0.881 s
迭代 176: 最佳屏蔽时间 = 1.866 秒, par_id = 1, theta = 1.261°, v = 72.555 m/s, t_deploy = 0.096 s, delay = 0.881 s
迭代 177: 最佳屏蔽时间 = 1.866 秒, par_id = 1, theta = 1.261°, v = 72.555 m/s, t_deploy = 0.096 s, delay = 0.881 s
迭代 178: 最佳屏蔽时间 = 2.914 秒, par_id = 1, theta = 25.554°, v = 106.613 m/s, t_deploy = 0.043 s, delay = 0.011 s
迭代 179: 最佳屏蔽时间 = 2.584 秒, par_id = 1, theta = 5.982°, v = 92.468 m/s, t_deploy = 0.087 s, delay = 0.013 s
迭代 180: 最佳屏蔽时间 = 2.584 秒, par_id = 1, theta = 5.982°, v = 92.468 m/s, t_deploy = 0.087 s, delay = 0.013 s
迭代 181: 最佳屏蔽时间 = 0.000 秒, par_id = 1, theta = 356.529°, v = 83.890 m/s, t_deploy = 0.603 s, delay = 1.703 s
迭代 182: 最佳屏蔽时间 = 0.593 秒, par_id = 1, theta = 358.147°, v = 84.520 m/s, t_deploy = 0.374 s, delay = 1.957 s
迭代 183: 最佳屏蔽时间 = 2.007 秒, par_id = 1, theta = 0.709°, v = 94.750 m/s, t_deploy = 0.056 s, delay = 1.854 s
迭代 184: 最佳屏蔽时间 = 2.008 秒, par_id = 1, theta = 0.709°, v = 90.262 m/s, t_deploy = 0.130 s, delay = 1.863 s
迭代 185: 最佳屏蔽时间 = 2.008 秒, par_id = 1, theta = 0.709°, v = 90.262 m/s, t_deploy = 0.130 s, delay = 1.863 s
迭代 186: 最佳屏蔽时间 = 3.070 秒, par_id = 1, theta = 0.220°, v = 95.653 m/s, t_deploy = 0.199 s, delay = 2.747 s
迭代 187: 最佳屏蔽时间 = 2.288 秒, par_id = 1, theta = 0.141°, v = 130.924 m/s, t_deploy = 0.043 s, delay = 2.863 s
迭代 188: 最佳屏蔽时间 = 4.213 秒, par_id = 1, theta = 1.154°, v = 116.428 m/s, t_deploy = 0.476 s, delay = 3.528 s
迭代 189: 最佳屏蔽时间 = 4.213 秒, par_id = 1, theta = 1.154°, v = 116.428 m/s, t_deploy = 0.476 s, delay = 3.528 s
迭代 190: 最佳屏蔽时间 = 4.522 秒, par_id = 1, theta = 1.362°, v = 83.033 m/s, t_deploy = 0.747 s, delay = 3.021 s
迭代 191: 最佳屏蔽时间 = 0.000 秒, par_id = 1, theta = 0.135°, v = 74.751 m/s, t_deploy = 3.907 s, delay = 4.465 s
迭代 192: 最佳屏蔽时间 = 0.756 秒, par_id = 1, theta = 0.228°, v = 76.843 m/s, t_deploy = 0.736 s, delay = 1.732 s
迭代 193: 最佳屏蔽时间 = 0.756 秒, par_id = 1, theta = 0.228°, v = 76.843 m/s, t_deploy = 0.736 s, delay = 1.732 s
迭代 194: 最佳屏蔽时间 = 2.361 秒, par_id = 1, theta = 2.335°, v = 94.874 m/s, t_deploy = 0.349 s, delay = 3.361 s
迭代 195: 最佳屏蔽时间 = 2.361 秒, par_id = 1, theta = 2.335°, v = 94.874 m/s, t_deploy = 0.349 s, delay = 3.361 s
迭代 196: 最佳屏蔽时间 = 2.361 秒, par_id = 1, theta = 2.335°, v = 94.874 m/s, t_deploy = 0.349 s, delay = 3.361 s
迭代 197: 最佳屏蔽时间 = 2.361 秒, par_id = 1, theta = 2.335°, v = 94.874 m/s, t_deploy = 0.349 s, delay = 3.361 s
迭代 198: 最佳屏蔽时间 = 2.361 秒, par_id = 1, theta = 2.335°, v = 94.874 m/s, t_deploy = 0.349 s, delay = 3.361 s
迭代 199: 最佳屏蔽时间 = 2.361 秒, par_id = 1, theta = 2.335°, v = 94.874 m/s, t_deploy = 0.349 s, delay = 3.361 s
迭代 200: 最佳屏蔽时间 = 2.361 秒, par_id = 1, theta = 2.335°, v = 94.874 m/s, t_deploy = 0.349 s, delay = 3.361 s
迭代 201: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 289.114°, v = 92.746 m/s, t_deploy = 9.291 s, delay = 7.015 s
迭代 202: 最佳屏蔽时间 = 3.701 秒, par_id = 2, theta = 268.920°, v = 117.553 m/s, t_deploy = 5.862 s, delay = 5.867 s
迭代 203: 最佳屏蔽时间 = 3.701 秒, par_id = 2, theta = 268.920°, v = 117.553 m/s, t_deploy = 5.862 s, delay = 5.867 s
迭代 204: 最佳屏蔽时间 = 3.701 秒, par_id = 2, theta = 268.920°, v = 117.553 m/s, t_deploy = 5.862 s, delay = 5.867 s
迭代 205: 最佳屏蔽时间 = 3.701 秒, par_id = 2, theta = 268.920°, v = 117.553 m/s, t_deploy = 5.862 s, delay = 5.867 s
迭代 206: 最佳屏蔽时间 = 3.701 秒, par_id = 2, theta = 268.920°, v = 117.553 m/s, t_deploy = 5.862 s, delay = 5.867 s
迭代 207: 最佳屏蔽时间 = 3.701 秒, par_id = 2, theta = 268.920°, v = 117.553 m/s, t_deploy = 5.862 s, delay = 5.867 s
迭代 208: 最佳屏蔽时间 = 3.701 秒, par_id = 2, theta = 268.920°, v = 117.553 m/s, t_deploy = 5.862 s, delay = 5.867 s
迭代 209: 最佳屏蔽时间 = 3.701 秒, par_id = 2, theta = 268.920°, v = 117.553 m/s, t_deploy = 5.862 s, delay = 5.867 s
迭代 210: 最佳屏蔽时间 = 3.701 秒, par_id = 2, theta = 268.920°, v = 117.553 m/s, t_deploy = 5.862 s, delay = 5.867 s
迭代 211: 最佳屏蔽时间 = 2.031 秒, par_id = 2, theta = 284.083°, v = 103.358 m/s, t_deploy = 7.241 s, delay = 6.423 s
迭代 212: 最佳屏蔽时间 = 2.031 秒, par_id = 2, theta = 284.083°, v = 103.358 m/s, t_deploy = 7.241 s, delay = 6.423 s
迭代 213: 最佳屏蔽时间 = 2.031 秒, par_id = 2, theta = 284.083°, v = 103.358 m/s, t_deploy = 7.241 s, delay = 6.423 s
迭代 214: 最佳屏蔽时间 = 2.031 秒, par_id = 2, theta = 284.083°, v = 103.358 m/s, t_deploy = 7.241 s, delay = 6.423 s
迭代 215: 最佳屏蔽时间 = 2.031 秒, par_id = 2, theta = 284.083°, v = 103.358 m/s, t_deploy = 7.241 s, delay = 6.423 s
迭代 216: 最佳屏蔽时间 = 3.904 秒, par_id = 2, theta = 267.830°, v = 100.968 m/s, t_deploy = 7.353 s, delay = 6.125 s
迭代 217: 最佳屏蔽时间 = 3.904 秒, par_id = 2, theta = 267.830°, v = 100.968 m/s, t_deploy = 7.353 s, delay = 6.125 s
迭代 218: 最佳屏蔽时间 = 3.904 秒, par_id = 2, theta = 267.830°, v = 100.968 m/s, t_deploy = 7.353 s, delay = 6.125 s
迭代 219: 最佳屏蔽时间 = 3.904 秒, par_id = 2, theta = 267.830°, v = 100.968 m/s, t_deploy = 7.353 s, delay = 6.125 s
迭代 220: 最佳屏蔽时间 = 3.904 秒, par_id = 2, theta = 267.830°, v = 100.968 m/s, t_deploy = 7.353 s, delay = 6.125 s
迭代 221: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 262.491°, v = 113.267 m/s, t_deploy = 6.301 s, delay = 5.730 s
迭代 222: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 262.491°, v = 113.267 m/s, t_deploy = 6.301 s, delay = 5.730 s
迭代 223: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 262.491°, v = 113.267 m/s, t_deploy = 6.301 s, delay = 5.730 s
迭代 224: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 262.491°, v = 113.267 m/s, t_deploy = 6.301 s, delay = 5.730 s
迭代 225: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 262.491°, v = 113.267 m/s, t_deploy = 6.301 s, delay = 5.730 s
迭代 226: 最佳屏蔽时间 = 3.746 秒, par_id = 2, theta = 252.710°, v = 104.917 m/s, t_deploy = 8.426 s, delay = 5.335 s
迭代 227: 最佳屏蔽时间 = 3.746 秒, par_id = 2, theta = 252.710°, v = 104.917 m/s, t_deploy = 8.426 s, delay = 5.335 s
迭代 228: 最佳屏蔽时间 = 3.746 秒, par_id = 2, theta = 252.710°, v = 104.917 m/s, t_deploy = 8.426 s, delay = 5.335 s
迭代 229: 最佳屏蔽时间 = 3.746 秒, par_id = 2, theta = 252.710°, v = 104.917 m/s, t_deploy = 8.426 s, delay = 5.335 s
迭代 230: 最佳屏蔽时间 = 3.746 秒, par_id = 2, theta = 252.710°, v = 104.917 m/s, t_deploy = 8.426 s, delay = 5.335 s
迭代 231: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 253.840°, v = 104.819 m/s, t_deploy = 8.007 s, delay = 5.091 s
迭代 232: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 253.840°, v = 104.819 m/s, t_deploy = 8.007 s, delay = 5.091 s
迭代 233: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 258.527°, v = 108.188 m/s, t_deploy = 8.007 s, delay = 5.091 s
迭代 234: 最佳屏蔽时间 = 2.924 秒, par_id = 2, theta = 262.410°, v = 100.439 m/s, t_deploy = 8.456 s, delay = 5.469 s
迭代 235: 最佳屏蔽时间 = 2.924 秒, par_id = 2, theta = 262.410°, v = 100.439 m/s, t_deploy = 8.456 s, delay = 5.469 s
迭代 236: 最佳屏蔽时间 = 2.924 秒, par_id = 2, theta = 262.410°, v = 100.439 m/s, t_deploy = 8.456 s, delay = 5.469 s
迭代 237: 最佳屏蔽时间 = 2.924 秒, par_id = 2, theta = 262.410°, v = 100.439 m/s, t_deploy = 8.456 s, delay = 5.469 s
迭代 238: 最佳屏蔽时间 = 2.924 秒, par_id = 2, theta = 262.410°, v = 100.439 m/s, t_deploy = 8.456 s, delay = 5.469 s
迭代 239: 最佳屏蔽时间 = 3.379 秒, par_id = 2, theta = 272.597°, v = 106.642 m/s, t_deploy = 6.931 s, delay = 5.982 s
迭代 240: 最佳屏蔽时间 = 3.379 秒, par_id = 2, theta = 272.597°, v = 106.642 m/s, t_deploy = 6.931 s, delay = 5.982 s
迭代 241: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 272.640°, v = 96.603 m/s, t_deploy = 8.779 s, delay = 5.307 s
迭代 242: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 272.640°, v = 96.603 m/s, t_deploy = 8.779 s, delay = 5.307 s
迭代 243: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 263.392°, v = 103.203 m/s, t_deploy = 8.167 s, delay = 5.723 s
迭代 244: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 263.392°, v = 103.203 m/s, t_deploy = 8.167 s, delay = 5.723 s
迭代 245: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 275.320°, v = 93.536 m/s, t_deploy = 8.779 s, delay = 6.003 s
迭代 246: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 275.320°, v = 93.536 m/s, t_deploy = 8.779 s, delay = 6.003 s
迭代 247: 最佳屏蔽时间 = 2.703 秒, par_id = 2, theta = 281.199°, v = 90.469 m/s, t_deploy = 9.408 s, delay = 6.324 s
迭代 248: 最佳屏蔽时间 = 2.703 秒, par_id = 2, theta = 281.199°, v = 90.469 m/s, t_deploy = 9.408 s, delay = 6.324 s
迭代 249: 最佳屏蔽时间 = 2.703 秒, par_id = 2, theta = 281.199°, v = 90.469 m/s, t_deploy = 9.408 s, delay = 6.324 s
迭代 250: 最佳屏蔽时间 = 2.703 秒, par_id = 2, theta = 281.199°, v = 90.469 m/s, t_deploy = 9.408 s, delay = 6.324 s
迭代 251: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 271.552°, v = 115.750 m/s, t_deploy = 6.823 s, delay = 5.445 s
迭代 252: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 280.265°, v = 110.740 m/s, t_deploy = 6.772 s, delay = 6.226 s
迭代 253: 最佳屏蔽时间 = 1.319 秒, par_id = 2, theta = 277.289°, v = 100.268 m/s, t_deploy = 7.989 s, delay = 6.120 s
迭代 254: 最佳屏蔽时间 = 1.319 秒, par_id = 2, theta = 277.289°, v = 100.268 m/s, t_deploy = 7.989 s, delay = 6.120 s
迭代 255: 最佳屏蔽时间 = 1.319 秒, par_id = 2, theta = 277.289°, v = 100.268 m/s, t_deploy = 7.989 s, delay = 6.120 s
迭代 256: 最佳屏蔽时间 = 1.890 秒, par_id = 2, theta = 267.840°, v = 94.840 m/s, t_deploy = 9.088 s, delay = 5.641 s
迭代 257: 最佳屏蔽时间 = 3.596 秒, par_id = 2, theta = 267.911°, v = 98.629 m/s, t_deploy = 8.346 s, delay = 5.774 s
迭代 258: 最佳屏蔽时间 = 3.596 秒, par_id = 2, theta = 267.911°, v = 98.629 m/s, t_deploy = 8.346 s, delay = 5.774 s
迭代 259: 最佳屏蔽时间 = 3.596 秒, par_id = 2, theta = 267.911°, v = 98.629 m/s, t_deploy = 8.346 s, delay = 5.774 s
迭代 260: 最佳屏蔽时间 = 3.596 秒, par_id = 2, theta = 267.911°, v = 98.629 m/s, t_deploy = 8.346 s, delay = 5.774 s
迭代 261: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 251.258°, v = 95.076 m/s, t_deploy = 8.997 s, delay = 6.041 s
迭代 262: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 307.672°, v = 104.673 m/s, t_deploy = 9.931 s, delay = 7.040 s
迭代 263: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 307.672°, v = 104.673 m/s, t_deploy = 9.931 s, delay = 7.040 s
迭代 264: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 291.689°, v = 108.994 m/s, t_deploy = 6.861 s, delay = 6.909 s
迭代 265: 最佳屏蔽时间 = 3.541 秒, par_id = 2, theta = 265.798°, v = 96.069 m/s, t_deploy = 8.581 s, delay = 5.857 s
迭代 266: 最佳屏蔽时间 = 3.541 秒, par_id = 2, theta = 265.798°, v = 96.069 m/s, t_deploy = 8.581 s, delay = 5.857 s
迭代 267: 最佳屏蔽时间 = 3.541 秒, par_id = 2, theta = 265.798°, v = 96.069 m/s, t_deploy = 8.581 s, delay = 5.857 s
迭代 268: 最佳屏蔽时间 = 3.541 秒, par_id = 2, theta = 265.798°, v = 96.069 m/s, t_deploy = 8.581 s, delay = 5.857 s
迭代 269: 最佳屏蔽时间 = 3.541 秒, par_id = 2, theta = 265.798°, v = 96.069 m/s, t_deploy = 8.581 s, delay = 5.857 s
迭代 270: 最佳屏蔽时间 = 3.541 秒, par_id = 2, theta = 265.798°, v = 96.069 m/s, t_deploy = 8.581 s, delay = 5.857 s
迭代 271: 最佳屏蔽时间 = 3.914 秒, par_id = 2, theta = 271.972°, v = 102.762 m/s, t_deploy = 6.961 s, delay = 6.276 s
迭代 272: 最佳屏蔽时间 = 3.914 秒, par_id = 2, theta = 271.972°, v = 102.762 m/s, t_deploy = 6.961 s, delay = 6.276 s
迭代 273: 最佳屏蔽时间 = 3.914 秒, par_id = 2, theta = 271.972°, v = 102.762 m/s, t_deploy = 6.961 s, delay = 6.276 s
迭代 274: 最佳屏蔽时间 = 3.914 秒, par_id = 2, theta = 271.972°, v = 102.762 m/s, t_deploy = 6.961 s, delay = 6.276 s
迭代 275: 最佳屏蔽时间 = 3.914 秒, par_id = 2, theta = 271.972°, v = 102.762 m/s, t_deploy = 6.961 s, delay = 6.276 s
迭代 276: 最佳屏蔽时间 = 3.914 秒, par_id = 2, theta = 271.972°, v = 102.762 m/s, t_deploy = 6.961 s, delay = 6.276 s
迭代 277: 最佳屏蔽时间 = 3.914 秒, par_id = 2, theta = 271.972°, v = 102.762 m/s, t_deploy = 6.961 s, delay = 6.276 s
迭代 278: 最佳屏蔽时间 = 3.914 秒, par_id = 2, theta = 271.972°, v = 102.762 m/s, t_deploy = 6.961 s, delay = 6.276 s
迭代 279: 最佳屏蔽时间 = 3.914 秒, par_id = 2, theta = 271.972°, v = 102.762 m/s, t_deploy = 6.961 s, delay = 6.276 s
迭代 280: 最佳屏蔽时间 = 3.914 秒, par_id = 2, theta = 271.972°, v = 102.762 m/s, t_deploy = 6.961 s, delay = 6.276 s
迭代 281: 最佳屏蔽时间 = 3.760 秒, par_id = 2, theta = 276.436°, v = 111.146 m/s, t_deploy = 6.241 s, delay = 6.199 s
迭代 282: 最佳屏蔽时间 = 3.760 秒, par_id = 2, theta = 276.436°, v = 111.146 m/s, t_deploy = 6.241 s, delay = 6.199 s
迭代 283: 最佳屏蔽时间 = 3.760 秒, par_id = 2, theta = 276.436°, v = 111.146 m/s, t_deploy = 6.241 s, delay = 6.199 s
迭代 284: 最佳屏蔽时间 = 3.760 秒, par_id = 2, theta = 276.436°, v = 111.146 m/s, t_deploy = 6.241 s, delay = 6.199 s
迭代 285: 最佳屏蔽时间 = 3.760 秒, par_id = 2, theta = 276.436°, v = 111.146 m/s, t_deploy = 6.241 s, delay = 6.199 s
迭代 286: 最佳屏蔽时间 = 3.760 秒, par_id = 2, theta = 276.436°, v = 111.146 m/s, t_deploy = 6.241 s, delay = 6.199 s
迭代 287: 最佳屏蔽时间 = 3.760 秒, par_id = 2, theta = 276.436°, v = 111.146 m/s, t_deploy = 6.241 s, delay = 6.199 s
迭代 288: 最佳屏蔽时间 = 3.760 秒, par_id = 2, theta = 276.436°, v = 111.146 m/s, t_deploy = 6.241 s, delay = 6.199 s
迭代 289: 最佳屏蔽时间 = 3.760 秒, par_id = 2, theta = 276.436°, v = 111.146 m/s, t_deploy = 6.241 s, delay = 6.199 s
迭代 290: 最佳屏蔽时间 = 3.760 秒, par_id = 2, theta = 276.436°, v = 111.146 m/s, t_deploy = 6.241 s, delay = 6.199 s
迭代 291: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 271.683°, v = 96.740 m/s, t_deploy = 7.800 s, delay = 6.162 s
迭代 292: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 271.683°, v = 96.740 m/s, t_deploy = 7.800 s, delay = 6.162 s
迭代 293: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 271.683°, v = 96.740 m/s, t_deploy = 7.800 s, delay = 6.162 s
迭代 294: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 271.683°, v = 96.740 m/s, t_deploy = 7.800 s, delay = 6.162 s
迭代 295: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 258.741°, v = 96.695 m/s, t_deploy = 9.198 s, delay = 5.326 s
迭代 296: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 240.988°, v = 107.237 m/s, t_deploy = 9.633 s, delay = 5.043 s
迭代 297: 最佳屏蔽时间 = 3.682 秒, par_id = 2, theta = 257.990°, v = 96.385 m/s, t_deploy = 9.154 s, delay = 5.491 s
迭代 298: 最佳屏蔽时间 = 3.682 秒, par_id = 2, theta = 257.990°, v = 96.385 m/s, t_deploy = 9.154 s, delay = 5.491 s
迭代 299: 最佳屏蔽时间 = 3.682 秒, par_id = 2, theta = 257.990°, v = 96.385 m/s, t_deploy = 9.154 s, delay = 5.491 s
迭代 300: 最佳屏蔽时间 = 3.682 秒, par_id = 2, theta = 257.990°, v = 96.385 m/s, t_deploy = 9.154 s, delay = 5.491 s
迭代 301: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 278.380°, v = 99.879 m/s, t_deploy = 6.906 s, delay = 6.532 s
迭代 302: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 278.380°, v = 99.879 m/s, t_deploy = 6.906 s, delay = 6.532 s
迭代 303: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 278.380°, v = 99.879 m/s, t_deploy = 6.906 s, delay = 6.532 s
迭代 304: 最佳屏蔽时间 = 0.000 秒, par_id = 2, theta = 259.013°, v = 92.507 m/s, t_deploy = 8.660 s, delay = 6.292 s
迭代 305: 最佳屏蔽时间 = 2.714 秒, par_id = 2, theta = 265.449°, v = 113.638 m/s, t_deploy = 6.552 s, delay = 5.602 s
迭代 306: 最佳屏蔽时间 = 2.714 秒, par_id = 2, theta = 265.449°, v = 113.638 m/s, t_deploy = 6.552 s, delay = 5.602 s
迭代 307: 最佳屏蔽时间 = 2.714 秒, par_id = 2, theta = 265.449°, v = 113.638 m/s, t_deploy = 6.552 s, delay = 5.602 s
迭代 308: 最佳屏蔽时间 = 2.714 秒, par_id = 2, theta = 265.449°, v = 113.638 m/s, t_deploy = 6.552 s, delay = 5.602 s
迭代 309: 最佳屏蔽时间 = 3.002 秒, par_id = 2, theta = 265.781°, v = 113.638 m/s, t_deploy = 5.782 s, delay = 6.111 s
迭代 310: 最佳屏蔽时间 = 3.648 秒, par_id = 2, theta = 272.774°, v = 138.514 m/s, t_deploy = 4.215 s, delay = 5.798 s
